unidad,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036
30,2455.10002864,3058.65181791,3438.90398742,3724.16677133,4012.35574656,4266.53115988,4493.60699451,4662.04504273,4618.0364558,4590.72247761,4561.84921509,4532.76288118,4503.75586978,4475.04973832,4461.33726791,4407.24685682,4361.43073263,4322.35220641,4288.83286192,4261.89653407
31,2796.83473683,3524.06860727,4006.74096824,4387.24390552,4737.70564814,5054.39631649,5344.27265885,5568.98248586,5543.0055397,5503.17511424,5480.48792289,5460.92543505,5443.81339582,5428.62339218,5412.3855105,5545.03310863,5657.92486947,5754.4593976,5837.32740157,5940.39926298
40,3496.4997799,4519.23061647,5257.13347025,5876.64920048,6508.29430317,7134.12309385,7731.20875876,8239.54659617,8371.78536279,8476.52530427,8570.7010641,8661.63620991,8749.54531174,8834.60450876,8877.71940843,8883.35690646,8889.93789169,8897.48763201,8905.8759785,8867.62244364
41,3813.72612084,4932.44538453,5741.09750977,6420.89833432,7115.34356283,7803.96499402,8461.30052908,9021.57731433,9169.91666579,9288.53534396,9395.30257701,9498.18378782,9597.46204842,9693.36870193,9743.37769893,9753.25735635,9763.62095255,9774.59596523,9786.1168451,9746.55738352
42,2609.20965501,3371.89712178,3921.96072329,4383.65827789,4853.80150312,5319.67355628,5764.13026184,6142.45052001,6240.45655736,6317.63710112,6386.96246547,6454.00178936,6518.89269217,6581.7488867,6613.23439526,6615.94468623,6619.58795808,6624.14321227,6629.48157468,6599.92277179
43,2417.38904764,3111.0667597,3605.45158404,4016.99705488,4428.12374071,4833.42884134,5218.86416376,5544.37048961,5617.68919919,5668.99446069,5714.44483564,5759.70226939,5804.59999114,5849.00961395,5864.3945916,5846.51940535,5832.58387448,5822.01645948,5814.26944148,5774.32368796
44,1578.37462955,2030.84201535,2353.09636163,2621.21883494,2888.96149618,3152.85314758,3403.75628826,3615.55753407,3662.91587538,3695.91394316,3725.1209658,3754.23457171,3783.14242323,3811.75786049,3821.45292903,3809.57112202,3800.2945664,3793.24358513,3788.05562668,3761.9075004
45,2246.72972601,2858.09419078,3278.2298726,3618.78711835,3939.87404494,4250.68860918,4542.78234468,4782.39545288,4806.45517566,4805.19601689,4801.68728757,4802.45436342,4806.67384255,4813.69544517,4795.69642067,4745.02840603,4702.9637964,4668.06896794,4639.14458961,4585.23304052
46,1663.02442534,2127.27024932,2452.08711986,2718.91921662,2977.70396336,3230.63945859,3469.83744633,3669.09998675,3702.27789748,3717.97572518,3730.99333817,3745.70130165,3761.70971603,3778.71155493,3776.02790926,3746.10047648,3721.52016377,3701.41786901,3685.04884893,3647.25714983
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,1110.84795823,1420.98441982,1637.99429682,1816.27633814,1989.18998537,2158.22945036,2318.09653986,2451.28750205,2473.51864791,2484.07038408,2492.81440586,2502.68597788,2513.42486876,2524.82616695,2523.0764641,2503.11583821,2486.72602036,2473.32676383,2462.42064992,2437.20334449
49,1248.77831744,1594.28972843,1834.54321875,2031.01245689,2219.74369947,2403.60608645,2577.1206419,2720.93530122,2741.76609348,2749.13571727,2754.76927119,2762.06223325,2770.66340202,2780.29587566,2775.46253268,2750.90650419,2730.63961677,2713.95777533,2700.26354223,2671.25860703
50,1448.06701525,1848.65048921,2127.16559152,2354.90326873,2573.65117458,2786.77633237,2987.90309404,3154.59616077,3178.70702759,3187.20463207,3193.67905506,3202.08408426,3212.01179271,3223.14053434,3217.49516993,3189.01662581,3165.51521597,3146.17385561,3130.29914463,3096.68131072
51,307.8187434,381.396642701,426.949389177,460.822624674,487.081438503,509.07786039,528.372765771,541.421981491,530.715202027,515.794362567,501.20510885,488.518281359,477.432171274,467.707376362,455.222246049,442.69478548,431.885189405,422.50423655,414.335353954,406.682682479
52,1781.49137093,2293.61915904,2659.03447528,2963.46184796,3268.30312276,3568.89511484,3854.82748835,4096.48042069,4151.72839888,4191.03775784,4225.96031736,4260.57632852,4294.78898215,4328.52431958,4340.89233789,4329.52178744,4320.77647958,4314.28446972,4309.6809038,4281.38038102
53,573.188135894,729.139414811,836.299894807,923.155984765,1005.04276527,1084.31544383,1158.81190482,1219.92080139,1226.04554066,1225.7111585,1224.80020872,1224.98133779,1226.04435933,1227.82327552,1223.21930692,1210.27667533,1199.53022001,1190.61397107,1183.22177287,1169.45570502
54,1735.2831258,2207.62979197,2532.30949824,2795.54097941,3043.7750403,3284.1127589,3509.99742019,3695.33905912,3714.11820307,3713.34536294,3710.80908533,3711.56291125,3714.97236069,3720.53639524,3706.77562852,3667.67515751,3635.21567408,3608.29086722,3585.97502812,3544.34212327
55,2219.05949785,2850.0331359,3297.02417708,3667.52683806,4034.15856604,4394.58618464,4736.74194853,5024.46366815,5084.00819289,5122.25405452,5155.76421243,5189.91918024,5224.44199291,5259.11628638,5267.19814508,5242.31251927,5222.32678962,5206.48505266,5194.10530507,5152.30580951
